date,hour,temperature_c,cloud_cover_pct,uv_index,wind_speed_kmh,humidity_pct,solar_irradiance_wm2,panel_output_kwh,grid_export_kwh
2025-01-02,3,20.0,43.9,0,9.8,38.2,0,0,0
2025-01-02,4,20.0,22.0,0,10.5,76.1,0,0,0
2025-01-02,5,20.0,4.5,0,13.5,40.7,0,0,0
2025-01-02,6,23.0,47.6,0,16.3,60.2,0,0,0
2025-01-02,7,24.4,27.8,1.63,14.4,66.7,178.9,0.322,0.243
2025-01-02,8,25.6,36.5,2.88,12.0,66.5,313.3,0.562,0.524
2025-01-02,9,26.8,36.3,4.08,16.9,40.3,443.8,0.793,0.57
2025-01-02,10,27.7,24.7,5.61,16.6,50.0,618.7,1.102,0
2025-01-02,11,28.4,32.7,5.78,17.6,54.3,632.3,1.123,0.397
2025-01-02,12,28.9,33.0,5.97,13.2,48.5,652.7,1.157,0
2025-01-02,13,29.0,38.1,5.46,12.6,57.8,593.3,1.051,0
2025-01-02,14,28.9,13.9,6.19,11.5,51.6,689.0,1.221,0.429
2025-01-02,15,28.4,23.7,4.62,21.9,51.0,510.5,0.906,0
2025-01-02,16,27.7,23.7,3.27,16.8,67.8,361.3,0.643,0
2025-01-02,17,26.8,54.8,1.2,12.8,41.8,126.5,0.226,0
2025-01-02,18,25.6,46.8,0.0,1.4,71.3,0.0,0.0,0
2025-01-02,19,24.4,0,0,11.8,44.3,0,0,0
2025-01-02,20,23.0,22.0,0,13.0,67.0,0,0,0
2025-01-02,21,20.0,27.8,0,7.6,30,0,0,0
2025-01-02,22,20.0,79.9,0,6.3,68.7,0,0,0
2025-01-02,23,20.0,19.7,0,12.5,64.8,0,0,0
2025-01-03,0,16.1,0,0,15.1,40.6,0,0,0
2025-01-03,1,16.1,27.6,0,10.0,37.5,0,0,0
2025-01-03,2,16.1,0,0,12.0,37.9,0,0,0
2025-01-03,3,16.1,29.4,0,7.6,67.6,0,0,0
2025-01-03,4,16.1,0,0,2.1,76.1,0,0,0
2025-01-03,5,16.1,30.0,0,14.3,73.9,0,0,0
2025-01-03,6,19.1,60.3,0,17.7,77.3,0,0,0
2025-01-03,7,20.4,14.8,1.84,8.1,47.4,204.3,0.368,0.347
2025-01-03,8,21.7,21.8,3.33,19.1,51.0,368.2,0.663,0
2025-01-03,9,22.8,44.5,3.72,9.8,74.4,400.4,0.721,0.404
2025-01-03,10,23.8,0,6.93,12.0,67.5,779.4,1.403,1.042
2025-01-03,11,24.5,11.7,7.03,10.0,48.1,784.3,1.412,0.047
2025-01-03,12,25.0,30.2,6.14,8.6,68.2,673.8,1.213,0.338
2025-01-03,13,25.1,42.2,5.22,9.0,70.4,563.4,1.014,0.216
2025-01-03,14,25.0,13.3,6.22,11.0,54.6,692.8,1.247,0.587
2025-01-03,15,24.5,25.7,4.54,12.4,57.8,500.0,0.9,0.19
2025-01-03,16,23.8,13.3,3.59,11.0,36.1,400.2,0.72,0.231
2025-01-03,17,22.8,0,2.07,11.3,56.5,232.9,0.419,0
2025-01-03,18,21.7,15.7,0.0,12.0,67.1,0.0,0.0,0
2025-01-03,19,20.4,0,0,11.7,57.1,0,0,0
2025-01-03,20,19.1,0,0,7.5,43.4,0,0,0
2025-01-03,21,16.1,17.3,0,6.9,38.3,0,0,0
2025-01-03,22,16.1,20.3,0,8.8,30,0,0,0
2025-01-03,23,16.1,23.5,0,18.4,81.9,0,0,0
2025-01-04,0,17.9,40.6,0,15.7,65.0,0,0,0
2025-01-04,1,17.9,31.5,0,7.8,32.0,0,0,0
2025-01-04,2,17.9,42.9,0,18.5,50.5,0,0,0
2025-01-04,3,17.9,15.6,0,15.4,52.9,0,0,0
2025-01-04,4,17.9,6.4,0,15.4,83.3,0,0,0
2025-01-04,5,17.9,22.6,0,6.5,62.5,0,0,0
2025-01-04,6,20.9,30.9,0,16.1,54.5,0,0,0
2025-01-04,7,22.2,21.1,1.73,11.1,56.0,192.0,0.346,0
2025-01-04,8,23.5,7.9,3.76,7.8,90,420.2,0.756,0
2025-01-04,9,24.6,47.8,3.58,14.3,53.8,382.9,0.689,0.291
2025-01-04,10,25.6,58.7,3.8,14.1,54.0,398.3,0.715,0.082
2025-01-04,11,26.3,35.4,5.62,19.8,40.3,612.5,1.097,0.709
2025-01-04,12,26.8,51.5,4.83,21.0,34.0,513.7,0.918,0.784
2025-01-04,13,26.9,11.7,7.03,19.1,63.1,784.8,1.402,0.764
2025-01-04,14,26.8,67.4,3.34,17.2,37.1,341.6,0.611,0.485
2025-01-04,15,26.3,0,5.66,13.1,50.6,636.4,1.14,0
2025-01-04,16,25.6,7.6,3.77,13.3,30,421.7,0.757,0.355
2025-01-04,17,24.6,10.0,1.91,16.2,68.3,213.5,0.384,0.026
2025-01-04,18,23.5,34.2,0.0,13.9,64.6,0.0,0.0,0
2025-01-04,19,22.2,29.2,0,9.1,78.8,0,0,0
2025-01-04,20,20.9,12.5,0,12.0,53.4,0,0,0
2025-01-04,21,17.9,28.1,0,20.1,57.3,0,0,0
2025-01-04,22,17.9,33.4,0,17.3,61.5,0,0,0
2025-01-04,23,17.9,21.2,0,6.7,62.2,0,0,0
2025-01-05,0,17.5,39.8,0,6.6,30,0,0,0
2025-01-05,1,17.5,40.5,0,5.2,45.0,0,0,0
2025-01-05,2,17.5,9.6,0,14.5,57.7,0,0,0
2025-01-05,3,17.5,24.1,0,8.2,58.3,0,0,0
2025-01-05,4,17.5,32.2,0,17.1,38.8,0,0,0
2025-01-05,5,17.5,25.8,0,16.2,46.5,0,0,0
2025-01-05,6,20.5,28.0,0,10.9,90,0,0,0
2025-01-05,7,21.8,10.7,1.9,10.9,67.6,212.2,0.382,0
2025-01-05,8,23.1,21.3,3.34,16.9,55.1,370.1,0.666,0
2025-01-05,9,24.2,11.6,5.15,11.9,53.5,574.9,1.035,0.639
2025-01-05,10,25.1,24.9,5.6,16.3,63.1,617.4,1.111,1.048
2025-01-05,11,25.9,41.9,5.24,12.6,57.1,566.0,1.015,0.221
2025-01-05,12,26.3,51.4,4.84,12.0,33.0,514.6,0.921,0
2025-01-05,13,26.5,39.4,5.39,8.6,35.0,583.9,1.045,0.821
2025-01-05,14,26.3,76.3,2.86,10.8,33.7,283.5,0.508,0.442
2025-01-05,15,25.9,46.5,3.63,2.9,38.0,389.6,0.699,0
2025-01-05,16,25.1,1.7,3.95,15.9,69.0,443.8,0.798,0.041
2025-01-05,17,24.2,43.4,1.38,4.2,64.2,148.7,0.268,0
2025-01-05,18,23.1,1.5,0.0,8.9,34.0,0.0,0.0,0
2025-01-05,19,21.8,35.5,0,12.5,50.5,0,0,0
2025-01-05,20,20.5,32.2,0,5.4,47.4,0,0,0
2025-01-05,21,17.5,15.2,0,6.7,81.8,0,0,0
2025-01-05,22,17.5,25.7,0,5.8,54.7,0,0,0
2025-01-05,23,17.5,54.9,0,15.3,54.9,0,0,0
2025-01-06,0,20.2,23.2,0,8.6,52.4,0,0,0
2025-01-06,1,20.2,0,0,7.8,66.5,0,0,0
2025-01-06,2,20.2,27.9,0,5.1,51.2,0,0,0
2025-01-06,3,20.2,18.7,0,11.8,79.7,0,0,0
2025-01-06,4,20.2,22.1,0,11.7,66.0,0,0,0
2025-01-06,5,20.2,30.9,0,9.3,34.0,0,0,0
2025-01-06,6,23.2,2.8,0,11.4,47.6,0,0,0
2025-01-06,7,24.5,27.1,1.64,16.3,90,180.3,0.325,0
2025-01-06,8,25.8,47.0,2.55,12.6,71.7,273.6,0.491,0
2025-01-06,9,26.9,0,5.66,11.6,65.2,636.4,1.137,0
2025-01-06,10,27.9,31.5,5.25,18.4,66.5,575.1,1.023,0
2025-01-06,11,28.6,43.9,5.12,18.2,75.6,551.0,0.977,0.214
2025-01-06,12,29.0,48.6,5.01,6.9,58.7,535.3,0.948,0.219
2025-01-06,13,29.2,67.4,3.72,12.4,55.2,380.9,0.674,0
2025-01-06,14,29.0,8.8,6.46,13.3,63.7,722.0,1.279,0.805
2025-01-06,15,28.6,39.2,3.95,12.2,54.3,428.5,0.76,0
2025-01-06,16,27.9,30.4,3.07,9.9,76.2,336.1,0.598,0
2025-01-06,17,26.9,10.9,1.9,10.8,69.0,211.8,0.378,0
2025-01-06,18,25.8,51.7,0.0,11.9,44.8,0.0,0.0,0
2025-01-06,19,24.5,41.2,0,14.2,57.1,0,0,0
2025-01-06,20,23.2,14.6,0,23.4,55.1,0,0,0
2025-01-06,21,20.2,40.7,0,13.8,68.5,0,0,0
2025-01-06,22,20.2,52.3,0,5.9,32.4,0,0,0
2025-01-06,23,20.2,0,0,4.4,47.7,0,0,0
2025-01-07,0,19.2,3.2,0,12.1,33.4,0,0,0
2025-01-07,1,19.2,68.6,0,15.5,66.8,0,0,0
2025-01-07,2,19.2,41.2,0,9.6,78.5,0,0,0
2025-01-07,3,19.2,23.1,0,19.3,49.0,0,0,0
2025-01-07,4,19.2,49.2,0,13.5,62.7,0,0,0
2025-01-07,5,19.2,44.5,0,8.7,61.1,0,0,0
2025-01-07,6,22.2,67.7,0,9.4,57.5,0,0,0
2025-01-07,7,23.6,40.4,1.43,14.5,64.3,154.5,0.278,0
2025-01-07,8,24.8,33.0,2.98,2.5,41.7,326.2,0.587,0
2025-01-07,9,26.0,7.4,5.34,14.7,40.6,597.4,1.071,0.564
2025-01-07,10,26.9,22.1,5.75,15.7,59.6,636.2,1.136,0
2025-01-07,11,27.6,41.6,5.25,16.2,34.5,567.7,1.011,0.687
2025-01-07,12,28.1,0,8.0,11.5,66.2,900.0,1.6,1.0
2025-01-07,13,28.2,0,7.73,16.1,72.7,869.3,1.545,1.512
2025-01-07,14,28.1,0,6.93,19.7,59.7,779.4,1.386,0.042
2025-01-07,15,27.6,0,5.66,13.1,70.0,636.4,1.133,0
2025-01-07,16,26.9,25.0,3.23,16.5,30,356.2,0.636,0
2025-01-07,17,26.0,25.1,1.67,14.4,65.3,184.2,0.33,0
2025-01-07,18,24.8,45.1,0.0,19.5,46.4,0.0,0.0,0
2025-01-07,19,23.6,27.1,0,6.5,51.0,0,0,0
2025-01-07,20,22.2,23.2,0,13.2,88.5,0,0,0
2025-01-07,21,19.2,21.5,0,14.5,54.8,0,0,0
2025-01-07,22,19.2,53.4,0,13.5,58.7,0,0,0
2025-01-07,23,19.2,7.8,0,9.5,58.4,0,0,0
2025-01-08,0,22.2,17.9,0,17.3,75.9,0,0,0
2025-01-08,1,22.2,17.7,0,8.4,56.7,0,0,0
2025-01-08,2,22.2,55.3,0,10.1,53.9,0,0,0
2025-01-08,3,22.2,28.9,0,9.6,41.1,0,0,0
2025-01-08,4,22.2,2.4,0,2.1,55.6,0,0,0
2025-01-08,5,22.2,30.2,0,5.3,65.9,0,0,0
2025-01-08,6,25.2,34.6,0,4.2,44.8,0,0,0
2025-01-08,7,26.6,24.6,1.68,8.5,80.7,185.2,0.331,0
2025-01-08,8,27.8,31.0,3.05,20.3,44.7,333.6,0.594,0
2025-01-08,9,29.0,72.3,2.51,13.4,64.8,252.8,0.448,0
2025-01-08,10,29.9,0.3,6.91,1.5,64.1,777.7,1.372,1.053
2025-01-08,11,30.6,40.9,5.3,14.7,53.7,573.0,1.008,0.93
2025-01-08,12,31.1,43.6,5.32,13.8,80.0,573.1,1.007,0
2025-01-08,13,31.2,0.2,7.71,23.6,54.5,867.6,1.523,1.029
2025-01-08,14,31.1,43.5,4.61,22.8,54.9,497.0,0.873,0
2025-01-08,15,30.6,19.9,4.79,8.5,65.0,530.8,0.934,0.436
2025-01-08,16,29.9,25.7,3.21,12.3,52.4,353.5,0.624,0
2025-01-08,17,29.0,43.3,1.38,21.2,82.2,148.9,0.264,0
2025-01-08,18,27.8,1.9,0.0,19.3,62.0,0.0,0.0,0
2025-01-08,19,26.6,5.9,0,7.2,57.4,0,0,0
2025-01-08,20,25.2,31.7,0,16.5,58.0,0,0,0
2025-01-08,21,22.2,22.0,0,15.2,31.3,0,0,0
2025-01-08,22,22.2,32.0,0,12.4,65.1,0,0,0
2025-01-08,23,22.2,17.6,0,15.7,46.9,0,0,0
2025-01-09,0,22.3,17.7,0,11.4,78.8,0,0,0
2025-01-09,1,22.3,24.7,0,12.4,56.2,0,0,0
2025-01-09,2,22.3,0,0,13.0,53.8,0,0,0
2025-01-09,3,22.3,0,0,13.9,69.2,0,0,0
2025-01-09,4,22.3,19.4,0,6.7,62.5,0,0,0
2025-01-09,5,22.3,39.7,0,20.2,53.0,0,0,0
2025-01-09,6,25.3,0,0,8.5,46.7,0,0,0
2025-01-09,7,26.6,2.4,2.03,18.7,63.7,228.2,0.408,0
2025-01-09,8,27.9,31.3,3.04,12.0,60.5,332.6,0.592,0.541
2025-01-09,9,29.1,8.2,5.3,10.6,85.9,592.9,1.05,0
2025-01-09,10,30.0,19.9,5.87,11.8,61.3,650.4,1.147,1.002
2025-01-09,11,30.7,0,7.73,12.1,44.6,869.3,1.529,0.904
2025-01-09,12,31.2,29.8,6.17,6.6,39.6,676.7,1.188,0.066
2025-01-09,13,31.3,41.9,5.24,5.9,75.8,565.7,0.992,0.551
2025-01-09,14,31.2,51.5,4.19,7.6,49.1,445.2,0.782,0
2025-01-09,15,30.7,29.7,4.36,15.6,55.3,478.7,0.842,0
2025-01-09,16,30.0,36.5,2.88,8.1,48.7,313.0,0.552,0
2025-01-09,17,29.1,48.8,1.29,11.7,58.2,138.3,0.245,0
2025-01-09,18,27.9,61.1,0.0,14.3,54.6,0.0,0.0,0
2025-01-09,19,26.6,41.1,0,3.3,58.7,0,0,0
2025-01-09,20,25.3,22.1,0,14.4,61.6,0,0,0
2025-01-09,21,22.3,0,0,6.2,34.1,0,0,0
2025-01-09,22,22.3,53.8,0,11.5,81.0,0,0,0
2025-01-09,23,22.3,46.2,0,16.2,47.3,0,0,0
2025-01-10,0,18.8,33.5,0,14.6,54.4,0,0,0
2025-01-10,1,18.8,52.0,0,12.2,57.2,0,0,0
2025-01-10,2,18.8,19.4,0,9.1,51.1,0,0,0
2025-01-10,3,18.8,37.5,0,10.3,53.4,0,0,0
2025-01-10,4,18.8,5.0,0,15.9,50.8,0,0,0
2025-01-10,5,18.8,18.3,0,10.3,40.5,0,0,0
2025-01-10,6,21.8,7.5,0,23.6,47.6,0,0,0
2025-01-10,7,23.1,48.9,1.29,3.4,70.0,138.0,0.248,0
2025-01-10,8,24.4,16.3,3.5,14.5,53.6,388.8,0.7,0.691
2025-01-10,9,25.5,11.6,5.15,16.3,45.9,574.7,1.032,0
2025-01-10,10,26.5,0,6.93,17.8,46.3,779.4,1.395,1.373
2025-01-10,11,27.2,27.9,6.07,5.2,48.2,667.2,1.191,0
2025-01-10,12,27.6,48.7,5.01,15.7,42.8,535.1,0.953,0.734
2025-01-10,13,27.8,42.2,5.22,10.7,72.8,563.7,1.003,0
2025-01-10,14,27.6,43.0,4.64,15.7,68.2,500.1,0.891,0.595
2025-01-10,15,27.2,0,5.66,20.4,80.7,636.4,1.136,0
2025-01-10,16,26.5,18.4,3.43,12.2,68.3,380.9,0.682,0
2025-01-10,17,25.5,16.1,1.81,5.2,35.8,201.6,0.362,0.122
2025-01-10,18,24.4,28.2,0.0,8.5,31.0,0.0,0.0,0
2025-01-10,19,23.1,46.9,0,13.4,64.6,0,0,0
2025-01-10,20,21.8,5.5,0,11.4,63.1,0,0,0
2025-01-10,21,18.8,35.5,0,13.2,52.4,0,0,0
2025-01-10,22,18.8,25.3,0,10.6,59.0,0,0,0
2025-01-10,23,18.8,16.5,0,5.3,48.5,0,0,0
2025-01-11,0,17.5,37.7,0,5.5,64.9,0,0,0
2025-01-11,1,17.5,21.0,0,12.4,42.2,0,0,0
2025-01-11,2,17.5,9.2,0,12.7,30,0,0,0
2025-01-11,3,17.5,34.7,0,17.1,61.2,0,0,0
2025-01-11,4,17.5,31.5,0,16.5,63.8,0,0,0
2025-01-11,5,17.5,52.5,0,13.8,76.2,0,0,0
2025-01-11,6,20.5,41.1,0,10.3,54.6,0,0,0
2025-01-11,7,21.8,0,2.07,20.5,74.4,232.9,0.419,0
2025-01-11,8,23.1,54.8,2.31,11.0,30,244.6,0.44,0.149
2025-01-11,9,24.2,48.1,3.56,11.3,87.2,381.2,0.686,0.438
2025-01-11,10,25.2,13.0,6.23,14.8,30,694.9,1.25,1.152
2025-01-11,11,25.9,5.1,7.42,18.8,72.3,832.4,1.493,1.081
2025-01-11,12,26.3,60.8,4.26,13.1,47.3,444.1,0.795,0.042
2025-01-11,13,26.5,37.0,5.53,10.4,53.6,601.5,1.076,0.597
2025-01-11,14,26.3,48.7,4.33,15.1,57.2,463.3,0.829,0.587
2025-01-11,15,25.9,52.8,3.36,9.1,62.2,356.4,0.639,0
2025-01-11,16,25.2,17.6,3.46,16.6,67.2,384.1,0.691,0
2025-01-11,17,24.2,0,2.07,19.8,36.4,232.9,0.419,0
2025-01-11,18,23.1,16.0,0.0,24.5,83.9,0.0,0.0,0
2025-01-11,19,21.8,0,0,17.5,50.8,0,0,0
2025-01-11,20,20.5,85.8,0,6.6,74.6,0,0,0
2025-01-11,21,17.5,39.7,0,19.4,81.5,0,0,0
2025-01-11,22,17.5,36.1,0,2.8,30,0,0,0
2025-01-11,23,17.5,16.1,0,8.3,58.9,0,0,0
2025-01-12,0,19.9,9.1,0,8.5,30,0,0,0
2025-01-12,1,19.9,21.6,0,13.0,76.6,0,0,0
2025-01-12,2,19.9,43.7,0,12.1,66.1,0,0,0
2025-01-12,3,19.9,36.7,0,6.2,45.0,0,0,0
2025-01-12,4,19.9,8.8,0,8.0,78.3,0,0,0
2025-01-12,5,19.9,60.2,0,13.3,60.4,0,0,0
2025-01-12,6,22.9,49.1,0,5.7,45.4,0,0,0
2025-01-12,7,24.2,34.1,1.53,8.1,39.8,166.8,0.3,0
2025-01-12,8,25.5,11.8,3.64,7.7,77.5,405.8,0.729,0.356
2025-01-12,9,26.6,12.5,5.11,13.2,52.4,570.2,1.02,0.223
2025-01-12,10,27.6,12.8,6.25,14.1,79.3,696.5,1.241,1.222
2025-01-12,11,28.3,37.5,5.5,0.7,43.8,598.0,1.062,0.849
2025-01-12,12,28.7,33.5,5.94,18.5,33.5,648.5,1.15,0
2025-01-12,13,28.9,23.7,6.32,14.0,66.5,697.3,1.236,0.786
2025-01-12,14,28.7,65.0,3.46,15.1,59.9,357.0,0.633,0.623
2025-01-12,15,28.3,0,5.66,16.6,34.4,636.4,1.13,0.432
2025-01-12,16,27.6,23.9,3.27,6.5,56.1,360.5,0.642,0.294
2025-01-12,17,26.6,34.3,1.52,16.4,58.3,166.3,0.297,0
2025-01-12,18,25.5,11.9,0.0,2.9,52.2,0.0,0.0,0
2025-01-12,19,24.2,9.7,0,3.9,65.3,0,0,0
2025-01-12,20,22.9,22.2,0,19.1,65.2,0,0,0
2025-01-12,21,19.9,22.0,0,15.9,56.1,0,0,0
2025-01-12,22,19.9,23.1,0,0.0,54.7,0,0,0
2025-01-12,23,19.9,7.2,0,10.2,64.8,0,0,0
2025-01-13,0,17.9,2.5,0,4.9,30,0,0,0
2025-01-13,1,17.9,41.5,0,5.5,65.1,0,0,0
2025-01-13,2,17.9,8.3,0,8.1,49.5,0,0,0
2025-01-13,3,17.9,19.2,0,10.6,62.1,0,0,0
2025-01-13,4,17.9,19.1,0,21.0,76.4,0,0,0
2025-01-13,5,17.9,28.0,0,12.9,77.3,0,0,0
2025-01-13,6,20.9,32.9,0,9.3,31.8,0,0,0
2025-01-13,7,22.2,9.0,1.93,9.4,66.4,215.5,0.388,0
2025-01-13,8,23.5,0,4.0,21.2,67.1,450.0,0.81,0
2025-01-13,9,24.6,33.9,4.18,11.2,57.0,456.4,0.821,0.769
2025-01-13,10,25.6,34.4,5.1,17.3,32.6,556.2,0.999,0.048
2025-01-13,11,26.3,37.8,5.48,5.7,53.4,595.2,1.066,0.919
2025-01-13,12,26.7,33.9,5.91,12.2,44.9,645.6,1.154,0.675
2025-01-13,13,26.9,21.4,6.46,12.5,54.5,714.7,1.277,0.203
2025-01-13,14,26.7,41.3,4.73,9.0,64.7,511.3,0.914,0
2025-01-13,15,26.3,0,5.66,11.8,52.2,636.4,1.14,0.521
2025-01-13,16,25.6,21.6,3.34,4.1,65.0,369.0,0.663,0.143
2025-01-13,17,24.6,18.0,1.78,6.0,61.2,198.0,0.356,0.22
2025-01-13,18,23.5,63.9,0.0,13.3,46.7,0.0,0.0,0
2025-01-13,19,22.2,35.1,0,20.1,56.4,0,0,0
2025-01-13,20,20.9,24.7,0,3.1,56.4,0,0,0
2025-01-13,21,17.9,6.5,0,12.2,60.7,0,0,0
2025-01-13,22,17.9,11.5,0,11.3,65.2,0,0,0
2025-01-13,23,17.9,15.3,0,12.0,51.0,0,0,0
2025-01-14,0,19.4,13.5,0,3.7,45.2,0,0,0
2025-01-14,1,19.4,11.5,0,3.7,74.4,0,0,0
2025-01-14,2,19.4,28.5,0,11.3,58.2,0,0,0
2025-01-14,3,19.4,40.0,0,7.1,54.9,0,0,0
2025-01-14,4,19.4,27.3,0,17.5,30.4,0,0,0
2025-01-14,5,19.4,18.4,0,9.2,44.0,0,0,0
2025-01-14,6,22.4,46.6,0,20.0,42.0,0,0,0
2025-01-14,7,23.8,0,2.07,4.0,64.7,232.9,0.419,0
2025-01-14,8,25.0,40.6,2.75,16.0,63.3,297.6,0.536,0.249
2025-01-14,9,26.2,15.3,4.99,9.5,77.2,555.5,0.995,0
2025-01-14,10,27.1,31.6,5.25,14.4,55.2,574.4,1.025,0.242
2025-01-14,11,27.8,42.8,5.18,14.4,66.3,559.4,0.996,0.712
2025-01-14,12,28.3,56.9,4.5,10.7,85.8,473.1,0.841,0.689
2025-01-14,13,28.4,55.6,4.42,1.3,83.6,466.7,0.829,0
2025-01-14,14,28.3,22.8,5.72,6.7,62.1,631.6,1.122,0.962
2025-01-14,15,27.8,51.9,3.4,13.3,69.3,361.2,0.643,0.592
2025-01-14,16,27.1,0,4.0,17.2,48.9,450.0,0.803,0
2025-01-14,17,26.2,2.9,2.02,9.3,56.9,227.3,0.407,0
2025-01-14,18,25.0,0,0.0,16.6,68.3,0.0,0.0,0
2025-01-14,19,23.8,13.4,0,12.0,39.3,0,0,0
2025-01-14,20,22.4,17.8,0,1.9,58.5,0,0,0
2025-01-14,21,19.4,0,0,8.9,35.6,0,0,0
2025-01-14,22,19.4,14.1,0,18.5,67.8,0,0,0
2025-01-14,23,19.4,37.0,0,10.4,34.4,0,0,0
2025-01-15,0,18.2,35.2,0,8.3,44.4,0,0,0
2025-01-15,1,18.2,36.5,0,10.6,40.3,0,0,0
2025-01-15,2,18.2,0,0,1.5,57.6,0,0,0
2025-01-15,3,18.2,13.6,0,11.2,62.1,0,0,0
2025-01-15,4,18.2,0,0,17.3,66.6,0,0,0
2025-01-15,5,18.2,20.1,0,6.1,36.9,0,0,0
2025-01-15,6,21.2,0,0,1.7,74.5,0,0,0
2025-01-15,7,22.5,17.0,1.8,7.4,55.6,199.9,0.36,0
2025-01-15,8,23.8,14.8,3.54,10.9,59.0,394.5,0.71,0.298
2025-01-15,9,24.9,22.4,4.68,12.5,41.3,517.8,0.932,0
2025-01-15,10,25.9,35.2,5.05,9.7,64.4,550.6,0.988,0.651
2025-01-15,11,26.6,22.5,6.39,0.2,44.6,706.6,1.264,0.062
2025-01-15,12,27.0,22.6,6.61,9.3,61.5,730.4,1.304,1.11
2025-01-15,13,27.2,31.1,5.88,3.0,43.8,644.3,1.15,0.307
2025-01-15,14,27.0,8.2,6.49,13.9,90,726.3,1.297,0.767
2025-01-15,15,26.6,1.2,5.6,4.9,61.8,629.9,1.127,0.685
2025-01-15,16,25.9,4.4,3.86,9.5,52.7,433.3,0.777,0
2025-01-15,17,24.9,1.1,2.05,19.7,53.4,230.7,0.415,0.035
2025-01-15,18,23.8,44.3,0.0,9.1,59.3,0.0,0.0,0
2025-01-15,19,22.5,22.1,0,8.0,55.4,0,0,0
2025-01-15,20,21.2,41.9,0,5.6,64.3,0,0,0
2025-01-15,21,18.2,0,0,20.7,58.1,0,0,0
2025-01-15,22,18.2,19.6,0,19.3,40.3,0,0,0
2025-01-15,23,18.2,38.9,0,5.8,57.3,0,0,0
2025-01-16,0,20.2,16.5,0,8.9,61.7,0,0,0
2025-01-16,1,20.2,31.6,0,12.8,41.4,0,0,0
2025-01-16,2,20.2,54.2,0,7.0,70.6,0,0,0
2025-01-16,3,20.2,61.6,0,13.5,33.1,0,0,0
2025-01-16,4,20.2,34.1,0,2.7,62.5,0,0,0
2025-01-16,5,20.2,54.1,0,11.7,38.9,0,0,0
2025-01-16,6,23.2,10.3,0,10.7,55.8,0,0,0
2025-01-16,7,24.6,35.9,1.5,17.2,61.0,163.2,0.294,0.077
2025-01-16,8,25.8,1.5,3.95,12.3,30,444.2,0.797,0.787
2025-01-16,9,27.0,15.2,5.0,15.0,40.8,555.8,0.993,0.149
2025-01-16,10,27.9,5.6,6.63,3.7,44.0,743.4,1.322,0
2025-01-16,11,28.6,39.7,5.37,18.3,64.7,581.5,1.031,0.077
2025-01-16,12,29.1,52.0,4.8,13.2,40.7,510.0,0.903,0.407
2025-01-16,13,29.2,0,7.73,17.9,52.9,869.3,1.538,0.811
2025-01-16,14,29.1,29.2,5.37,11.2,50.8,589.8,1.044,0.536
2025-01-16,15,28.6,0,5.66,15.1,44.1,636.4,1.129,0.417
2025-01-16,16,27.9,0,4.0,10.6,58.9,450.0,0.801,0.167
2025-01-16,17,27.0,45.7,1.34,3.2,45.6,144.2,0.257,0
2025-01-16,18,25.8,34.5,0.0,7.5,43.1,0.0,0.0,0
2025-01-16,19,24.6,24.6,0,19.2,51.6,0,0,0
2025-01-16,20,23.2,16.5,0,15.8,48.9,0,0,0
2025-01-16,21,20.2,50.3,0,12.3,50.8,0,0,0
